A,participant_id,age,gender,reaction_time,stimuli_id,condition,pause_length,pause_onset,pause_type,stimuli_length,stimuli_onset,replaced,target,handedness,silent
58,2,23,man,0.445731473006077,27,exp1,0.526209999999992,3.79647600000001,ehm,0.27193299999999,4.35093900000001,silence,se,100,False
59,2,23,man,0.296825634012563,14,exp1,0.705880000000008,1.81215499999999,ehm,0.233086,2.531279,silence,att,100,False
60,2,23,man,0.39739496400081,21,exp1,0.678069000000008,3.05130799999999,silent,0.490893999999997,3.79471099999999,ehm,suger,100,True
62,2,23,man,0.409245734994059,23,exp1,0.674537000000001,2.556882,silent,0.342565999999991,3.231419,ehm,unket,100,True
63,2,23,man,0.663193705038878,18,exp1,0.529741000000001,3.48569500000001,silent,0.247212000000005,4.043689,ehm,så,100,True
64,2,23,man,0.320824450010235,24,exp1,0.621563000000009,2.67342600000001,ehm,0.616265000000027,3.32147599999999,silence,pastasalladen,100,False
65,2,23,man,0.65328999196899,13,exp1,0.400836999999996,2.51097200000001,öh,0.188940000000002,2.92593600000001,silence,knappt,100,False
66,2,23,man,0.805189743012931,8,exp1,0.384062,2.785113,silent,0.446748000000007,3.177121,öh,stan,100,True
67,2,23,man,0.539162333995165,9,exp1,0.406134000000002,1.825841,öh,0.466172,2.281418,silence,tiden,100,False
68,2,23,man,0.551467697990475,15,exp1,0.692194999999998,2.01301599999999,silent,0.826396000000003,2.775843,ehm,rastlös,100,True
69,2,23,man,0.394811021949529,11,exp1,0.448514000000003,2.708742,silent,0.370818,3.203167,öh,lära,100,True
70,2,23,man,0.473120327026748,7,exp1,0.327556000000001,2.509206,öh,0.554462000000001,2.842501,silence,igår,100,False
71,2,23,man,0.9088169040146,22,exp1,0.625095000000002,2.60985700000001,silent,0.448514000000003,3.33030500000001,ehm,trots,100,True
72,2,23,man,0.529813341998342,4,exp1,0.437918999999997,3.291285,öh,0.995913000000002,3.766286,silence,fritid,100,False
