A,participant_id,age,gender,reaction_time,stimuli_id,condition,pause_length,pause_onset,pause_type,stimuli_length,stimuli_onset,replaced,target,handedness,silent
22,1,24,man,0.475528545002149,19,exp1,0.596841999999995,2.797032,ehm,0.20306699999999,3.63755500000001,silence,men,80,False
23,1,24,man,0.5288424910174,20,exp1,0.712501000000003,1.616593,silent,0.162453999999997,2.405024,ehm,gå,80,True
24,1,24,man,0.694289560003554,15,exp1,0.692194999999998,2.01301599999999,silent,0.826396000000003,2.775843,ehm,rastlös,80,True
25,1,24,man,0.47964763101217,24,exp1,0.621563000000009,2.67342600000001,silent,0.616265000000027,3.32147599999999,ehm,pastasalladen,80,True
26,1,24,man,0.605131484986444,16,exp1,0.575652000000005,3.728825,ehm,0.761612999999997,4.391001,silence,regelbundet,80,False
27,1,24,man,0.763713602004984,10,exp1,0.614498999999995,1.875283,öh,0.868774999999999,2.81469,silence,nycklar,80,False
28,1,24,man,0.897589797997739,94,exp2,0.444080999999983,1.399002,öh,0.51519200000007,1.93160999999998,silence,djur,80,False
29,1,24,man,0.747427134045666,116,exp2,0.49705199999994,1.84598600000004,ehm,0.788753000000042,2.43156399999998,silence,teknologi,80,False
30,1,24,man,1.12105833100259,118,exp2,0.592108999999937,1.51800400000002,silent,0.862040999999977,2.33941000000004,ehm,teknologi,80,True
31,1,24,man,0.913555854029709,111,exp2,0.365714999999909,1.49623600000007,silent,0.853333000000021,1.99836800000003,öh,teknologi,80,True
32,1,24,man,0.74559840199538,98,exp2,0.484353999999939,2.512834,ehm,0.766257999999993,3.17242599999997,silence,djur,80,False
33,1,24,man,0.858557281039793,115,exp2,0.510839000000033,1.60798199999999,ehm,1.09133799999995,2.14204100000006,silence,teknologi,80,False
34,1,24,man,0.856319151999515,106,exp2,0.570339999999987,1.74730099999999,silent,1.05650800000001,2.51065700000004,ehm,fordon,80,True
35,1,24,man,1.1894888539731,96,exp2,0.717641999999955,1.52018199999998,ehm,0.595011999999997,2.31328799999994,silence,djur,80,False
36,1,24,man,0.865687605024107,93,exp2,0.448436000000015,0.904852000000005,silent,0.53115600000001,1.364172,öh,djur,80,True
37,1,24,man,0.835032790001605,95,exp2,0.588842999999997,2.20589599999994,silent,1.11492099999998,2.79473899999994,ehm,djur,80,True
38,1,24,man,0.825072195021675,112,exp2,0.370794000000046,1.79156499999999,öh,0.621134000000097,2.24943299999995,silence,teknologi,80,False
39,1,24,man,0.862274283011061,105,exp2,0.667573999999945,2.00272100000007,silent,0.870748000000049,2.69351500000005,ehm,fordon,80,True
40,1,24,man,0.632023892991696,109,exp2,0.393287999999984,1.50058899999999,silent,0.670476000000008,1.90984100000003,öh,teknologi,80,True
41,1,24,man,0.741367943992486,92,exp2,0.417958999999996,3.45396899999997,öh,0.754647999999975,3.92997800000001,silence,djur,80,False
42,1,24,man,0.620401375042775,97,exp2,0.563084000000004,2.08979599999998,ehm,0.650159000000031,2.73124699999994,silence,djur,80,False
43,1,24,man,0.829870708995258,110,exp2,0.406349999999975,2.46712000000002,silent,0.743037999999956,2.90830000000005,öh,teknologi,80,True
45,1,24,man,1.09154521600624,113,exp2,0.325441999999953,1.22195000000011,silent,0.743038999999953,1.65333300000009,öh,teknologi,80,True
47,1,24,man,0.85560049504204,100,exp2,0.345397000000048,2.20734700000003,öh,0.682087000000024,2.56290200000001,silence,fordon,80,False
49,1,24,man,0.852337308953906,99,exp2,0.920090999999957,2.25378699999999,silent,0.95201899999995,3.27256199999999,ehm,djur,80,True
50,1,24,man,0.969475653018322,104,exp2,0.465850000000046,2.65142900000001,öh,0.700951999999916,3.1274380000001,silence,fordon,80,False
51,1,24,man,0.737370285950533,114,exp2,0.399092999999994,1.66893399999992,silent,0.605170000000044,2.17396799999995,ehm,teknologi,80,True
52,1,24,man,1.13846302200079,102,exp2,0.426666999999952,1.99111100000005,öh,0.986848000000009,2.44825400000002,silence,fordon,80,False
53,1,24,man,0.715031347024137,90,exp2,0.258321999999964,2.59918400000004,silent,0.461497000000009,2.86766399999999,öh,djur,80,True
55,2,23,man,0.391098062006918,19,exp1,0.596841999999995,2.797032,ehm,0.20306699999999,3.63755500000001,silence,men,100,False
56,2,23,man,0.419745443035856,3,exp1,0.442631,2.499047,öh,0.374421,2.947483,silence,mitt,100,False
57,2,23,man,0.369647638000231,25,exp1,0.68733899999998,3.053515,ehm,0.493424000000005,3.801714,silence,bordet,100,False
