0.673379	0.673379	b
1.102948	4.411791	track_stimuli_exp1
1.848973	2.281078	pause_öh
2.281078	2.571631	stimuli _känner
5.424138	5.424138	b
6.416748	10.034975	track_filler_knäpp_exp1
10.861083	10.861083	b
11.853694	14.991625	track_stimuli_exp1
13.281773	13.966994	pause_ehm
13.966994	14.107881	stimuli_att
15.474856	15.474856	b
16.344284	20.410670	track_stimuli_exp2
18.680871	19.043133	pause_öh
19.029129	19.466337	stimuli_djur
